area,year,access_to_electricity,agricultural_land,arable_land,birth_rate,co2_emissions_tons_per_capita,compulsory_education,employers_of_total_population,forest_land,gdp_per_capita,internet_usage,life_expectancy_at_birth,mobile_cellular_subscriptions,open_defecation,basic_sanitation,population_density,population_male,population_total,overweight,women_in_national_parliaments,female_to_male_labor_force,renewable_energie_consumption
East Asia & Pacific,1960,NA,NA,NA,26.2934556076759,1.18297260772581,NA,NA,NA,1278.85482783583,NA,48.4291210941606,0,NA,NA,NA,50.8704985744172,1041673567,NA,NA,NA,NA
East Asia & Pacific,1961,NA,43.8292333266499,7.58308361141061,24.4916515952783,1.02215367652796,NA,NA,NA,1351.58661598138,NA,48.9276891131823,NA,NA,NA,42.705044535884,50.8435166306999,1043656626,NA,NA,NA,NA
East Asia & Pacific,1962,NA,44.0525143113177,7.62753848105358,36.3877431543982,0.925117470696953,NA,NA,NA,1416.52626205163,NA,49.5917615522331,NA,NA,NA,43.296860351115,50.826278504757,1058119847,NA,NA,NA,NA
East Asia & Pacific,1963,NA,44.3074201246384,7.62121992826936,40.2914581951789,0.945461548211632,NA,NA,NA,1491.21852940805,NA,50.5575393348621,NA,NA,NA,44.3511097962577,50.8169058217719,1083884354,NA,NA,NA,NA
East Asia & Pacific,1964,NA,44.561827331241,7.66720235774071,37.5112198484201,0.974570119696027,NA,NA,NA,1611.72140169069,NA,51.7436498780001,NA,NA,NA,45.3907296290477,50.8071474454857,1109291332,NA,NA,NA,NA
East Asia & Pacific,1965,NA,44.9099964809912,7.70672582978192,36.6440885708501,1.03663605528715,NA,NA,NA,1678.12618807226,NA,53.101452947326,0,NA,NA,46.4738100031426,50.7974254438712,1135760430,NA,NA,NA,NA
East Asia & Pacific,1966,NA,45.1017875623499,7.75650433227695,34.3266526745371,1.09112058976805,NA,NA,NA,1781.99638900968,NA,54.6232385849628,NA,NA,NA,47.697301372576,50.7891767604149,1165660993,NA,NA,NA,NA
East Asia & Pacific,1967,NA,45.3767444217573,7.75896039674859,33.9437174728872,1.07488749961739,NA,NA,NA,1887.79359911734,NA,56.0986619674692,NA,NA,NA,48.8742420224955,50.7799796114238,1194423916,NA,NA,NA,NA
East Asia & Pacific,1968,NA,46.5185652714752,7.82967810824248,34.7999330117885,1.16434342287152,NA,NA,NA,2033.21011939846,NA,57.4703355200803,NA,NA,NA,50.1041460436553,50.7717532962675,1224481196,NA,NA,NA,NA
East Asia & Pacific,1969,NA,46.590545278595,7.73442821105094,33.6975930758394,1.3204210965719,NA,NA,NA,2211.67113934791,NA,58.690463739512,NA,NA,NA,51.4143902790326,50.7657447471154,1256501888,NA,NA,NA,NA
East Asia & Pacific,1970,NA,46.0894159059197,7.68293218324253,33.1657865002912,1.59326071029024,NA,NA,NA,2222.87931122337,NA,59.7309296892469,0,NA,NA,52.7622564111377,50.762036370194,1289442011,NA,NA,NA,NA
East Asia & Pacific,1971,NA,46.4891891426303,7.56423861383505,31.2783749765909,1.69555853220444,NA,NA,NA,2276.61979528884,NA,60.656577202752,NA,NA,NA,54.179787771209,50.7589224954048,1324084663,NA,NA,NA,NA
East Asia & Pacific,1972,NA,46.750322440729,7.58441192296597,30.483156952309,1.74384262092523,NA,NA,NA,2389.84721734368,NA,61.4484456877158,NA,NA,NA,55.4832817892336,50.7574992577914,1355934840,NA,NA,NA,NA
East Asia & Pacific,1973,NA,46.9263254764906,7.49271600735233,29.1526440072359,1.81834900892854,NA,NA,NA,2516.93934692982,NA,62.1495027093517,NA,NA,NA,56.747001565966,50.7569255133761,1386816705,NA,NA,NA,NA
East Asia & Pacific,1974,NA,47.348505413378,7.54324614296798,26.8863646319712,1.79868847277519,NA,NA,NA,2476.41314223378,NA,62.8439897104353,NA,NA,NA,57.9517742255576,50.7567433289302,1416257332,NA,NA,NA,NA
East Asia & Pacific,1975,NA,47.5475487542346,7.44674720132382,25.416236653328,1.8643331148282,NA,NA,NA,2515.92128027032,NA,63.5117758407642,0,NA,NA,59.0460730874063,50.7564853477282,1442992143,NA,NA,NA,NA
East Asia & Pacific,1976,NA,47.2719092092401,7.50578612540786,23.2209047411183,1.92499024891655,NA,NA,NA,2579.40359184901,NA,64.1251166366742,0,NA,NA,60.0519010033795,50.756632281363,1467572978,NA,NA,NA,NA
East Asia & Pacific,1977,NA,47.1921624034762,7.554331154233,22.4041954061816,2.03378420965803,NA,NA,NA,2672.33450029133,NA,64.7094247003621,0,NA,NA,60.9886548117728,50.7569780072565,1490458433,NA,NA,NA,NA
East Asia & Pacific,1978,NA,47.6534145011083,7.63495090886325,21.7629295176855,2.11736254733577,NA,NA,NA,2779.83126484566,NA,65.2341020150786,0,NA,NA,61.9209594861179,50.7573182292778,1513242365,NA,NA,NA,NA
East Asia & Pacific,1979,NA,47.702129078695,7.66864812576366,21.4086791474932,2.16644701498978,NA,NA,NA,2897.18220095115,NA,65.7279586649818,0,NA,NA,62.8708054859812,50.7570710995948,1536454977,NA,NA,NA,NA
East Asia & Pacific,1980,NA,48.0095498149002,7.69401001386359,21.4999215627016,2.1313795373311,NA,NA,NA,2957.42037476788,NA,66.1443156231867,0,NA,NA,63.8025828426737,50.7551834385346,1559219642,NA,NA,NA,NA
East Asia & Pacific,1981,NA,48.2669677518089,7.74834623798296,23.0637636998303,2.07926197534491,NA,NA,NA,3046.4173107972,NA,66.5642950918801,8.28109932376589e-4,NA,NA,64.7673251688232,50.7517168103599,1582802675,NA,NA,NA,NA
East Asia & Pacific,1982,NA,48.4651676381708,8.0134949668549,23.7778074021671,2.12140593888127,NA,NA,NA,3115.14044589182,NA,66.9598301605086,0.00121645986849021,NA,NA,65.828011131812,50.7475458754206,1608709544,NA,NA,NA,NA
East Asia & Pacific,1983,NA,48.6336446647748,8.2415926016859,22.2750390469815,2.15403993846694,NA,NA,NA,3191.03974217328,NA,67.2826484463569,0.00164470647844853,NA,NA,66.886949214893,50.7430035211252,1634587947,NA,NA,NA,NA
East Asia & Pacific,1984,NA,49.1777898271237,8.61961082806457,21.8783900421673,2.26991737024446,NA,NA,NA,3324.68337031963,NA,67.6153143158554,0.00263435166674558,NA,NA,67.8980811545974,50.7392378020889,1659196213,NA,NA,NA,NA
East Asia & Pacific,1985,NA,49.807772814791,8.91353677301075,22.3929390300883,2.34242073057565,NA,NA,NA,3454.95874027959,NA,67.9045653140042,0.00413500586409983,NA,NA,68.9288550269331,50.73775985946,1684377898,NA,NA,NA,NA
East Asia & Pacific,1986,NA,49.4120774004514,8.96001063982158,23.0367170918369,2.38997590643193,NA,NA,NA,3556.15139063408,NA,68.1722705012441,0.00739230723445589,NA,NA,70.0171848995174,50.7392374663659,1710979840,NA,NA,NA,NA
East Asia & Pacific,1987,NA,49.8847213895635,8.96605473801378,23.4378942878226,2.46691600640769,NA,NA,NA,3704.4323452172,NA,68.4095256901199,0.0127905234355222,NA,NA,71.1661529672657,50.7429689038755,1739049562,NA,NA,NA,NA
East Asia & Pacific,1988,NA,50.2275166810236,8.93739667054067,22.7043996713494,2.62793286960327,NA,NA,NA,3915.84992255301,NA,68.5815835013748,0.0235082522107055,NA,NA,72.326104302299,50.7473281547387,1767394678,NA,NA,NA,NA
East Asia & Pacific,1989,NA,50.3201283328798,8.95443682375473,22.0167809526967,2.67162594561585,NA,NA,NA,4052.21841005881,NA,68.7718940850915,0.0495399002929796,NA,NA,73.4603708718976,50.7502543313443,1795112149,NA,NA,NA,NA
East Asia & Pacific,1990,NA,50.5003795559502,8.9721317378992,21.5685357770263,2.49446718050827,NA,NA,26.2224063844131,4195.68184203837,0.00721087457948787,68.9272226154335,0.0882825073427809,NA,NA,74.5661786665586,50.750757688392,1822134188,NA,NA,80.7012075365338,26.1962539178093
East Asia & Pacific,1991,NA,50.543958753184,8.92546505061748,20.583818920831,2.56959645975494,NA,2.29804586554441,26.2095301052994,4320.98616950607,0.0148675340362716,69.0975869301755,0.145204092011498,NA,NA,75.6299506470794,50.7483424851571,1848265154,NA,NA,80.5536797753743,25.7658113652646
East Asia & Pacific,1992,NA,50.6796558673391,8.7820502328322,19.5713812922993,2.63188647331359,NA,2.2596447176625,26.192656601856,4410.44765999428,0.0311976182830164,69.246273766776,0.211898995068139,NA,NA,76.628859898839,50.7436943938088,1872676768,NA,NA,80.4600792357735,25.3286055557325
East Asia & Pacific,1993,NA,50.4408048857836,8.73936705649352,19.2824365499224,2.75899409428544,NA,2.1881560964339,26.1757830984126,4493.20664630032,0.062183679879623,69.4188034421254,0.311311601211526,NA,NA,77.5910286202747,50.737537094115,1896190507,NA,NA,80.2828400242157,24.5854749243708
East Asia & Pacific,1994,NA,50.9404519554387,8.68070889018013,18.9119378353827,2.85563649710278,NA,2.14019127926334,26.1589095908712,4630.04282050514,0.107776621019807,69.6183501238768,0.5747163151702,NA,NA,78.5479790918097,50.7308249400442,1919576721,NA,NA,80.2283412855824,23.8613748053123
East Asia & Pacific,1995,NA,50.7384660836488,8.58767648008393,18.3645796010654,3.05618632442517,NA,2.12912605419926,26.1419825218528,4809.62707691372,0.193066878560003,69.7964669920655,1.24323535652484,NA,NA,79.484172968912,50.7241255671756,1942464423,NA,NA,80.1725911925532,22.9030002508535
East Asia & Pacific,1996,NA,50.8224402320133,8.68353233871562,18.1151647284359,3.05959686780842,NA,2.08778762148946,26.125226825573,4996.85481357521,0.467536911294776,70.0644997610769,2.46539476331141,NA,NA,80.4126672223525,50.7174104882875,1965146473,NA,NA,80.1667138373541,23.0128420831468
East Asia & Pacific,1997,NA,51.1476210448784,8.74838367801229,17.7118929543338,3.0904880116357,NA,2.05459819530864,26.1083532765424,5112.83491202224,1.08368558341961,70.3257516665501,3.7087930736482,NA,NA,81.3198120816244,50.7109587668035,1987315524,NA,NA,80.0921212201431,22.8059133767
East Asia & Pacific,1998,NA,51.2287622886254,8.76526912784084,16.9813933971261,3.05546870059307,9,2.02696360541588,26.0914797316099,5054.11314611673,1.88541468355169,70.5848518048123,5.26708765488622,NA,NA,82.1950771065219,50.7053042633788,2008705487,NA,16.0468319559229,80.0250573236463,22.9490117982685
East Asia & Pacific,1999,NA,50.9549513569916,8.87624497712597,16.253307252576,3.04205884254961,9,2.11284078337827,26.0746061825792,5155.05125615786,3.41787819769399,70.8551712828902,7.77307781283943,NA,NA,83.0112044756032,50.701251202832204,2028650228,NA,16.8456071374565,79.9400244859929,22.7311080541844
East Asia & Pacific,2000,93.3377443944514,51.1621610223794,8.93797678981451,15.8364300192534,3.16843592989046,9,2.07662790332722,26.0731616924348,5357.42291246872,5.60924070528704,71.1719187711374,11.3171719507417,7.343450349408,60.7604427210024,83.8377965699892,50.6993945376357,2047640091,5.22368621826172,16.357597564351,79.9921966047387,22.2630418233549
East Asia & Pacific,2001,93.8201451151985,51.2224773770971,8.99738015001283,15.3059316285024,3.25985221796207,9,2.15873460369214,26.1413746161676,5452.96280138448,7.27835490444649,71.4817171620473,15.703328992948,7.11357515702114,61.4483206905864,84.5848209424819,50.6997471239008,2065912033,5.31977796554565,16.5537270087125,79.6151441659778,21.5535544598401
